geneid,moDC-2811_S3_001,moDC-3941_S6_001,moDC-4540_S9_001,moDC-4771_S12_001,mono-2811_S2_001,mono-3941_S5_001,mono-4540_S8_001,mono-4771_S11_001,tolDC-2811_S4_001,tolDC-3941_S7_001,tolDC-4540_S10_001,tolDC-4771_S13_001
LIN7C,27.2528,27.9551,22.173,27.0359,7.56,11.206,15.4563,11.7247,28.2238,35.9587,25.6582,22.5536
BDNF-AS,0.3831,0.276,0.5791,0.812,0,0,0.0526,0,0.1844,0.2911,0,0.2643
MI0025923,0,0,0,0,0,0,0,0,0,0,0,0
5S_rRNA_68,0,0,0,0,0,0,0,0,0,0,0,0
LINC00678,0.0721,0,0,0,0,0,0,0,0,0,0,0
BDNF,0,0.0182,0.0245,0.2731,0.1261,0,0.0324,0,0,0.0667,0.0246,0
KIF18A,0.2402,0.3096,0.1154,0.3621,0.6223,1.3241,0.9181,1.0023,0.4482,0,0.1137,0.723
MI0003623,0,0,0,0,0,0,0,0,0,0,0,0
JB074938,0,0,0,0,0,0,0,0,0,0,0,0
METTL15,3.0005,3.1462,2.5211,4.2714,0.707,1.2568,1.9244,1.7625,2.8156,3.6236,3.2985,4.1856
MI0025904,0,0,0,0,0,0,0,0,0,0,0,0
KCNA4,0,0,0,0.0691,0,0,0,0,0,0.0426,0,0
FSHB,0,0,0,0.0761,0,0.0669,0.0644,0,0,0,0,0
ARL14EP,8.3816,8.0891,7.3862,8.9783,3.7582,3.9463,5.2444,5.2341,7.6407,10.9195,8.0669,7.6276
MPPED2,0,0.0319,0,0.0254,0.0791,0,0.1017,0,0,0.0294,0.0496,0
DCDC5,0,0.0518,0.029,0.0455,0,0,0,0.0449,0.0425,0.062,0,0.0363
DCDC1,0,0,0,0,0,0,0,0,0,0.021,0,0
DNAJC24,4.0166,5.2568,4.3472,6.0102,0.259,1.9433,2.2679,1.5857,4.8285,5.8047,4.2919,4.4933
IMMP1L,1.8571,2.0482,1.8687,1.9054,0.2596,0.7088,0.7475,0.7788,2.3034,1.5364,1.7729,1.3797
ELP4,6.4533,7.0253,4.8427,6.4304,1.7274,5.428,7.3419,4.093,5.1055,6.9286,4.9796,6.0765
PAX6,0.1617,0.084,0.1342,0.2107,0.0554,0.2222,0.2137,0.1247,0.223,0.2074,0.079,0.0673
DKFZp686K1684,0,0,0,0,0,0,0.0738,0,0,0,0,0
RCN1,10.5829,6.082,8.9968,20.5729,3.6259,5.0924,6.8617,5.7837,11.6279,7.3564,12.7014,13.8804
U3_10,0,0,0,0,0,0,0,0,0,0,0,0
WT1,0,0.0726,0,0.0595,0,0,0.0574,0,0.0663,0.0345,0.1162,0.0951
WT1-AS,0,3.5164E-31,0,0,0,0,6.3266E-34,0,0,0.0276,0,0
EIF3M,78.1644,65.6817,67.9412,67.9737,60.6654,81.5201,88.6614,102.0805,113.5302,82.744,104.7804,119.6465
CCDC73,0.2444,0.3307,0.3487,0.3594,0.38,0.2875,0.8882,0.7826,0.3234,0.5041,0.2967,0.2321
PRRG4,3.0544,3.15,2.9093,2.2174,2.0935,3.4857,4.0361,4.5039,3.3142,1.9489,2.4805,5.2507
QSER1,5.376,5.1586,4.6638,4.9941,3.8907,5.5024,4.9509,3.793,5.8501,6.0589,5.9098,5.7972
DEPDC7,0.4573,0.3726,0.5412,0.7918,0.5429,0.1814,0.258,0.1624,0.4526,0.5302,0.643,0.8964
TCP11L1,2.6538,2.8025,2.2339,3.549,1.7095,2.9722,2.4823,3.2836,3.5707,3.2953,2.2814,3.6073
LINC00294,1.6361,1.6956,1.5321,1.7922,0.5751,0.7685,1.1087,2.0269,2.1434,1.8734,1.7132,2.1996
CSTF3,11.6905,11.7817,11.654,10.7215,2.4277,2.9984,5.7415,4.6292,13.6526,15.1518,13.1193,11.3507
CSTF3-AS1,0.0337,0,0,0,0,0.0617,0.0593,0,0,0,0,0
HIPK3,28.5969,24.9641,27.6308,28.5007,20.4488,27.3348,31.5732,27.5289,28.6047,27.8444,29.4594,29.0135
KIAA1549L,0.0154,0,0,0.0727,0.0423,0.0283,0,0,0.0179,0.0216,0,0.0099
C11orf91,0.0768,0,0,0,0,0,0,0,0,0,0,0.2556
CD59,78.1579,72.7797,49.8369,66.7442,0.9479,1.0001,4.8783,1.0448,58.0796,60.2428,32.6152,45.0681
FBXO3,5.6043,7.0162,6.0506,6.5516,7.9181,5.5704,6.4549,9.3984,5.4604,6.7557,5.2812,5.8012
LMO2,54.8995,50.7158,61.1044,48.2736,28.3899,61.4936,85.8378,78.3964,82.271,59.3698,82.1098,67.7214
CAPRIN1,44.0817,50.9197,46.5634,36.2458,21.3995,26.8672,32.5237,28.6024,43.9658,53.4276,48.3523,43.6423
NAT10,4.5633,5.111,3.0757,3.8968,1.9283,2.8599,3.355,2.7864,5.3787,5.9423,4.9833,4.2547
ABTB2,0.1697,0.2853,0.2253,0.2652,1.5506,1.6318,0.8719,0.5814,0.1149,0.1877,0.1004,0.0941
CAT,113.9952,161.1457,129.4217,90.2623,19.4367,67.5863,75.4581,44.7413,91.289,143.1164,120.5737,71.4916
ELF5,0.0341,0.2832,0.0905,0.1321,0,0,0.06,0.0603,0,0.0765,0.121,0
EHF,0.6742,3.8501,0.8784,0.4833,0.0706,0,0.2043,0.0265,0.0898,1.0107,0.1189,0.1501
APIP,33.9317,48.9413,37.5625,34.5922,4.2966,13.5563,15.6804,14.3887,37.5792,44.0594,39.3914,38.7084
PDHX,11.8325,13.096,14.0949,11.2388,2.2899,3.6362,5.234,3.5842,12.1442,12.3207,12.9466,11.4894
MI0017320,0,0,0,0,0,0,0,0,0,0,0,0
CD44,81.5647,114.9143,99.4045,137.5684,96.4475,124.5203,120.334,95.4316,73.3781,92.4389,86.893,125.7156
SLC1A2,0.0602,0.2897,0.0799,0.0744,0.2611,0.1745,0.493,0.1958,0.0698,0.7218,0.1015,0.0595
PAMR1,0,0,0.0383,0,0,0,0,0,0,0.0697,0,0
FJX1,0.3354,0.2144,0.7538,0.3764,0,0.0473,0,0.1061,0.3595,0.1557,0.7513,0.2577
TRIM44,11.8125,9.0501,12.9492,15.6894,7.3184,13.0601,15.9962,15.3142,11.3781,10.0511,12.8283,9.0461
DQ573949,0.1886,0.1791,0.2255,0.5504,0.5172,0.5529,1.0968,0.9696,0.3067,0.1138,0.3617,0.4396
LDLRAD3,2.2883,1.164,1.394,2.1667,1.6644,3.9936,2.5917,3.0675,1.8708,1.6345,2.7118,2.0987
MI0016991,0,0,0,0,0,0,0,0,0,0,0,0
BC036209,0.0671,0,0.0223,0.1049,0.138,0.0922,0.0887,0,0.0584,0.0405,0.0834,0.1676
COMMD9,21.8395,22.1094,20.8063,19.9287,10.3099,19.6835,18.3171,22.0357,19.6459,22.7352,22.8452,18.3357
PRR5L,0.268,0.1713,0.1095,0.3657,0.4255,2.7014,1.6475,1.0249,0.1352,0.2342,0.165,0.146
TRAF6,3.3053,2.8231,3.391,3.7356,8.0034,5.1887,5.916,8.5177,2.9853,3.3349,2.8609,3.0856
RAG1,0.0221,0.1314,0,0.2196,0.0607,0,0.039,0.0455,0.0489,0.0763,0.0157,0.0368
RAG2,0,0,0,0.0912,0,0,0,0,0,0.0593,0.0175,0
C11orf74,5.4069,6.3781,5.3127,7.3195,2.2055,5.0061,5.9524,5.7064,6.6632,7.5752,5.8884,10.1631
LRRC4C,0,0,0,0,0,0,0,0,0,0,0,0
U6_94,0,0,0,0,0,0,0,0,0,0,0,0
LOC100507205,0,0,0,0,0,0,0,0,0,0,0,0
HNRNPKP3,0,0,0,0,0,0,0,0,0,0.0889,0,0
API5,29.4634,32.4219,27.7138,28.1349,5.788,11.0992,15.7739,11.7169,28.9119,32.3699,28.9063,24.0614
TTC17,14.269,15.0824,13.906,18.7314,14.6839,19.8796,22.567,17.5496,16.647,17.9981,16.9996,18.516
7SK_69,0,0,0,0,0,0,0.4592,0.5358,0,0.3145,0.1851,0
MI0003933,0,0,0,0,0,0,0,0,0,0,0,0
BC031305,0,0,0,0,0,0,0,0,0,0.0933,0,0
MI0000473,0,0,0,0,0,0,0,0,0,0,0,0
JA715139,0,0,0,0,0,0,0,0,0,0,0,0
HSD17B12,70.5979,63.511,76.6054,86.0919,8.0654,9.7058,16.4414,14.2247,66.0967,57.6965,72.8796,65.6475
AK094325,0.4118,0.3666,0.3646,0.6437,0.7527,0.6916,0.4233,0.4939,0.6775,0.4142,0.2925,0.9711
ALKBH3,8.3463,11.8271,9.2602,12.6146,1.5747,5.3422,4.7486,4.7237,9.4876,9.2788,8.6554,8.3105
SEC14L1P1,0.1887,0.4799,0.2864,0.7864,0.2956,0.2469,0.3799,0.3325,0.313,0.2602,0.2106,0.4486
LOC100507300,0.072,0.0427,0.1433,0.1499,0,0,0,0,0.0418,0.0868,0.0767,0.1198
C11orf96,0,0,0.2773,0,1.5743,1.1476,1.1037,0.5366,0.0606,0.063,0.0742,0.2607
AX748080,0,0,0,0,0.2788,0.1242,0.4181,0.0697,0,0,0.0241,0.0564
ACCSL,0,0,0,0,0.1044,0.3489,0.1342,0,0,0,0,0
ACCS,2.141,1.2061,1.862,5.5802,1.8627,2.7259,3.545,2.883,1.4964,1.7872,2.201,2.8909
EXT2,9.2713,10.4838,11.2207,11.6482,3.105,5.6792,6.5289,6.7459,8.6172,11.6248,11.2035,7.5255
ALX4,0.0127,0.0301,0.0505,0.0529,0.0348,0.0929,0.0894,0.0522,0.0295,0.0918,0.0631,0.0422
CD82,14.7738,19.3846,10.1946,11.8293,16.0724,7.0597,9.751,10.1143,16.5191,29.2118,12.753,10.3722
TSPAN18,0.0327,0.1166,0.1559,0.2388,0.808,1.2598,1.0385,0.5049,0.057,0.2371,0.314,0.1635
TP53I11,3.3961,6.6265,6.194,6.2812,0.9184,1.9886,1.5973,2.2035,5.7603,6.0084,6.461,5.4063
LOC221122,0,0,0,0,0,0,0,0,0,0,0,0
PRDM11,0.1492,0.0443,0.06,0.0403,0.3067,0.1418,0.1933,0.0796,0.1732,0.1073,0.1059,0.043
AK097878,0.0915,0.0362,0.081,0.0636,0,0.2236,0.1075,0.0627,0,0.1105,0.0867,0
SYT13,0.0134,0,0,0,0,0,0,0.0276,0,0.0162,0,0.0224
TRNA_Trp_4,0,0,0,0,0,0,0,0,0,0,0,0
FLJ41423,0,0,0,0.0556,0,0.0489,0,0,0,0,0,0
CHST1,0,0,0,0,0,0,0,0,0,0,0,0
DQ585118,0,0,0,0,0,0,0,0,0,0,0,0
DQ600225,0,0,0,0,0,0,0,0,0,0,0,0
DQ592142,0,0,0,0,0,0,0,0,0,0,0,0
DQ576495,0,0,0,0,0,0,0,0,0,0,0,0
DQ582894,0,0,0,0,0,0,0,0,0,0,0,0
DQ585921,0,0,0,0,0,0,0,0,0,0,0,0
DQ580411,0,0,0,0,0,0,0,0,0,0,0,0
DQ595780,0,0,0,0,0,0,0,0,0,0,0,0
DQ597512,0,0,0,0,0,0,0,0,0,0,0,0
DQ573877,0,0,0,0,0,0,0,0,0,0,0,0
DQ592387,0,0,0,0,0,0,0,0,0,0,0,0
DQ601209,0,0,0,0,0,0,0,0,0,0,0,0
DQ577945,0,0,0,0,0,0,0,0,0,0,0,0
DQ583935,0,0,0,0,0,0,0,0,0,0,0,0
DQ601289,0,0,0,0,0,0,0,0,0,0,0,0
DQ583612,0,0,0,0,0,0,0,0,0,0,0,0
DQ578720,0,0,0,0,0,0,0,0,0,0,0,0
DQ577602,0,0,0,0,0,0,0,0,0,0,0,0
DQ592882,0,0,0,0,0,0,0,0,0,0,0,0
DQ597935,0,0,0,0,0,0,0,0,0,0,0,0
DQ581231,0,0,0,0,0,0,0,0,0,0,0,0
DQ586202,0,0,0,0,0,0,0,0,0,0,0,0
DQ592671,0,0,0,0,0,0,0,0,0,0,0,0
DQ575460,0,0,0,0,0,0,0,0,0,0,0,0
DQ584372,0,0,0,0,0,0,0,0,0,0,0,0
DQ573744,0,0,0,0,0,0,0,0,0,0,0,0
DQ577649,0,0,0,0,0,0,0,0,0,0,0,0
DQ576239,0,0,0,0,0,0,0,0,0,0,0,0
DQ571241,0,0,0,0,0,0,0,0,0,0,0,0
DQ583646,0,0,0,0,0,0,0,0,0,0,0,0
DQ585551,0,0,0,0,0,0,0,0,0,0,0,0
DQ579617,0,0,0,0,0,0,0,0,0,0,0,0
DQ577288,0,0,0,0,0,0,0,0,0,0,0,0
DQ589925,0,0,0,0,0,0,0,0,0,0,0,0
MI0023614,0,0,0,0,0,0,0,0,0,0,0,0
DQ590864,0,0,0,0,0,0,0,0,0,0,0,0
DQ594732,0,0,0,0,0,0,0,0,0,0,0,0
DQ580378,0,0,0,0,0,0,0,0,0,0,0,0
DQ592890,0,0,0,0,0,0,0,0,0,0,0,0
DQ570013,0,0,0,0,0,0,0,0,0,0,0,0
DQ595261,0,0,0,0,0,0,0,0,0,0,0,0
DQ584722,0,0,0,0,0,0,0,0,0,0,0,0
DQ584505,0,0,0,0,0,0,0,0,0,0,0,0
DQ595026,0,0,0,0,0,0,0,0,0,0,0,0
DQ593386,0,0,0,0,0,0,0,0,0,0,0,0
DQ569946,0,0,0,0,0,0,0,0,0,0,0,0
DQ582305,0,0,0,0,0,0,0,0,0,0,0,0
DQ600902,0,0,0,0,0,0,0,0,0,0,0,0
DQ575455,0,0,0,0,0,0,0,0,0,0,0,0
DQ596355,0,0,0,0,0,0,0,0,0,0,0,0
DQ589384,0,0,0,0,0,0,0,0,0,0,0,0
DQ595965,0,0,0,0,0,0,0,0,0,0,0,0
DQ580359,0,0,0,0,0,0,0,0,0,0,0,0
DQ570864,0,0,0,0,0,0,0,0,0,0,0,0
DQ596865,0,0,0,0,0,0,0,0,0,0,0,0
DQ594571,0,0,0,0,0,0,0,0,0,0,0,0
DQ576075,0,0,0,0,0,0,0,0,0,0,0,0
DQ594374,0,0,0,0,0,0,0,0,0,0,0,0
DQ576996,0,0,0,0,0,0,0,0,0,0,0,0
DQ580332,0,0,0,0,0,0,0,0,0,0,0,0
DQ570497,0,0,0,0,0,0,0,0,0,0,0,0
DQ594520,0,0,0,0,0,0,0,0,0,0,0,0
DQ585153,0,0,0,0,0,0,0,0,0,0,0,0
DQ577389,0,0,0,0,0,0,0,0,0,0,0,0
DQ594870,0,0,0,0,0,0,0,0,0,0,0,0
DQ585460,0,0,0,0,0,0,0,0,0,0,0,0
DQ588034,0,0,0,0,0,0,0,0,0,0,0,0
DQ591858,0,0,0,0,0,0,0,0,0,0,0,0
DQ591724,0,0,0,0,0,0,0,0,0,0,0,0
DQ588704,0,0,0,0,0,0,0,0,0,0,0,0
DQ578236,0,0,0,0,0,0,0,0,0,0,0,0
DQ587050,0,0,0,0,0,0,0,0,0,0,0,0
DQ575869,0,0,0,0,0,0,0,0,0,0,0,0
DQ589570,0,0,0,0,0,0,0,0,0,0,0,0
DQ571892,0,0,0,0,0,0,0,0,0,0,0,0
DQ573752,0,0,0,0,0,0,0,0,0,0,0,0
DQ585760,0,0,0,0,0,0,0,0,0,0,0,0
DQ572786,0,0,0,0,0,0,0,0,0,0,0,0
DQ599212,0,0,0,0,0,0,0,0,0,0,0,0
DQ585275,0,0,0,0,0,0,0,0,0,0,0,0
DQ582903,0,0,0,0,0,0,0,0,0,0,0,0
DQ582858,0,0,0,0,0,0,0,0,0,0,0,0
DQ577965,0,0,0,0,0,0,0,0,0,0,0,0
DQ581441,0,0,0,0,0,0,0,0,0,0,0,0
DQ596759,0,0,0,0,0,0,0,0,0,0,0,0
DQ599610,0,0,0,0,0,0,0,0,0,0,0,0
DQ600737,0,0,0,0,0,0,0,0,0,0,0,0
DQ590560,0,0,0,0,0,0,0,0,0,0,0,0
DQ585129,0,0,0,0,0,0,0,0,0,0,0,0
DQ594272,0,0,0,0,0,0,0,0,0,0,0,0
DQ577812,0,0,0,0,0,0,0,0,0,0,0,0
DQ595836,0,0,0,0,0,0,0,0,0,0,0,0
DQ573660,0,0,0,0,0,0,0,0,0,0,0,0
DQ572425,0,0,0,0,0,0,0,0,0,0,0,0
DQ588228,0,0,0,0,0,0,0,0,0,0,0,0
DQ587623,0,0,0,0,0,0,0,0,0,0,0,0
DQ599087,0,0,0,0,0,0,0,0,0,0,0,0
DQ592381,0,0,0,0,0,0,0,0,0,0,0,0
DQ589460,0,0,0,0,0,0,0,0,0,0,0,0
DQ601287,0,0,0,0,0,0,0,0,0,0,0,0
DQ573895,0,0,0,0,0,0,0,0,0,0,0,0
DQ599539,0,0,0,0,0,0,0,0,0,0,0,0
DQ592438,0,0,0,0,0,0,0,0,0,0,0,0
DQ590971,0,0,0,0,0,0,0,0,0,0,0,0
DQ587606,0,0,0,0,0,0,0,0,0,0,0,0
DQ575274,0,0,0,0,0,0,0,0,0,0,0,0
DQ584521,0,0,0,0,0,0,0,0,0,0,0,0
DQ597700,0,0,0,0,0,0,0,0,0,0,0,0
DQ601595,0,0,0,0,0,0,0,0,0,0,0,0
DQ598045,0,0,0,0,0,0,0,0,0,0,0,0
DQ575059,0,0,0,0,0,0,0,0,0,0,0,0
DQ578791,0,0,0,0,0,0,0,0,0,0,0,0
DQ576584,0,0,0,0,0,0,0,0,0,0,0,0
DQ574428,0,0,0,0,0,0,0,0,0,0,0,0
DQ579844,0,0,0,0,0,0,0,0,0,0,0,0
DQ573749,0,0,0,0,0,0,0,0,0,0,0,0
DQ572830,0,0,0,0,0,0,0,0,0,0,0,0
DQ595071,0,0,0,0,0,0,0,0,0,0,0,0
DQ576722,0,0,0,0,0,0,0,0,0,0,0,0
DQ595234,0,0,0,0,0,0,0,0,0,0,0,0
DQ576379,0,0,0,0,0,0,0,0,0,0,0,0
DQ571263,0,0,0,0,0,0,0,0,0,0,0,0
DQ583098,0,0,0,0,0,0,0,0,0,0,0,0
DQ589004,0,0,0,0,0,0,0,0,0,0,0,0
DQ570173,0,0,0,0,0,0,0,0,0,0,0,0
DQ589697,0,0,0,0,0,0,0,0,0,0,0,0
DQ598861,0,0,0,0,0,0,0,0,0,0,0,0
DQ598733,0,0,0,0,0,0,0,0,0,0,0,0
DQ594059,0,0,0,0,0,0,0,0,0,0,0,0
DQ582888,0,0,0,0,0,0,0,0,0,0,0,0
DQ576346,0,0,0,0,0,0,0,0,0,0,0,0
DQ589248,0,0,0,0,0,0,0,0,0,0,0,0
DQ595146,0,0,0,0,0,0,0,0,0,0,0,0
DQ577434,0,0,0,0,0,0,0,0,0,0,0,0
LOC100507384,0,0,0,0,0,0,0,0,0,0,0,0
DKFZp779M0652,0.2136,0,0.2837,0,0,0,0,0,0,0,0,0
SLC35C1,3.0174,3.2491,3.5094,2.5956,0.9263,1.426,2.0081,1.5521,2.7938,2.7384,3.3858,2.5407
CRY2,2.49,3.0823,2.8251,2.6804,8.811,9.9828,7.794,9.4686,2.2212,2.2706,1.2863,3.2043
MAPK8IP1,0.0865,0.154,0.1436,0.2254,0.4151,0.8718,0.5096,0.7515,0.0251,0.0522,0.0614,0.108
C11orf94,0,0,0,0,0,0,0,0,0,0,0,0
PEX16,5.5591,6.4258,4.6323,6.4702,4.881,6.1902,8.1939,6.7977,5.0005,6.1831,4.295,4.8987
GYLTL1B,0,0,0,0,0,0.0522,0,0.0622,0,0.0365,0.0215,0
PHF21A,1.3054,1.5888,0.9199,1.5133,10.7607,8.1469,8.1391,6.9998,2.0301,1.6424,1.7473,4.2079
CREB3L1,0,0,0,0,0,0,0,0,0,0.0457,0,0.0578
DGKZ,6.5498,10.9631,10.6708,10.2621,15.2789,17.8956,18.7797,17.417,7.3883,12.57,9.0448,8.8171
MI0017321,0,0,0,0,0,0,0,0,0,0,0,0
MDK,0.436,0.8148,0.9416,0.7628,0.8824,0.7987,0.7624,0.7641,0.2339,0.4754,0.3255,1.0069
CHRM4,0,0,0,0,0.5179,0.6056,0.4992,0.3884,0,0.114,0.0335,0.1572
AMBRA1,4.8276,9.0227,5.6178,5.1306,5.1047,3.7431,4.0699,2.537,5.5915,11.8461,7.1008,4.9803
MI0014189,0,0,0,0,0,0,0,0,0,0,0,0
MI0014190,0,0,0,0,0,0,0,0,0,0,0,0
HARBI1,2.1863,3.5682,1.9962,3.9867,0.8741,0.5007,1.0432,0.8428,1.7454,2.5288,2.0057,2.1987
ATG13,5.5661,7.6535,5.8554,8.0741,4.5063,5.4404,7.0686,5.9748,4.9723,9.2189,5.6402,4.8973
ARHGAP1,5.8396,6.7185,6.1355,6.5405,5.4406,14.7288,13.0835,10.399,4.9015,7.101,4.9222,4.9641
ZNF408,1.3049,1.5488,1.143,1.5621,1.5466,0.8612,2.1033,2.5686,1.7087,2.111,1.5774,1.4326
F2,0,0,0,0,0,0,0,0,0,0,0,0
CKAP5,11.7916,13.7878,13.3836,11.2107,2.6326,4.6343,4.8572,3.717,11.8701,14.1843,11.5814,10.6901
MI0019138,0,0,0,0,0,0,0,0,0,0,0,0
SNORD67,0,0,0,0,0,0,0,0,0,0,0,0
Metazoa_SRP_55,0,0.3189,0,0,0,0,0,0.5524,0,0,0,0
LRP4-AS1,0,0,0,0.0938,0,0.0825,0,0,0.1568,0.163,0.0639,0.0749
LRP4,0.0474,0.0281,0.0629,0.0987,0,0,0.0417,0.0974,0,0.2573,0.0336,0.1183
C11orf49,2.2889,3.2065,3.7828,3.2014,2.2534,1.9098,2.4169,2.2495,2.1291,2.981,3.0178,2.4732
ARFGAP2,16.7669,21.164,19.6394,16.5777,13.1808,12.2719,16.6676,14.546,13.6867,19.7561,16.8239,16.9203
PACSIN3,0,0,0,0,0,0.067,0.0645,0,0.0425,0.1325,0.026,0.0609
MI0022590,0,0,0,0,0,0,0,0,0,0,0,0
DDB2,7.4747,12.2127,14.3669,7.4589,2.7445,3.5914,4.3355,2.809,7.2234,10.3964,11.011,14.4311
ACP2,40.7604,41.0739,33.4253,30.7581,1.9593,5.1443,7.6317,3.2076,38.0255,39.8038,27.6878,24.2469
NR1H3,29.1783,26.5613,19.175,25.2845,0.8425,0.5222,3.5731,0.7606,15.4226,22.4522,11.913,15.1372
MADD,5.0461,5.4835,6.3452,5.3232,16.2677,11.9677,10.2786,10.099,6.0797,6.3031,6.5513,5.9889
MYBPC3,0.279,0.1985,0.0707,0.1371,1.3582,0.5423,0.6665,0.8274,0.3341,0.4234,0.0378,0.1643
SPI1,73.6126,80.0946,90.3189,82.3276,197.0736,120.3273,101.9347,80.7264,83.4674,97.8183,88.4759,81.8889
SLC39A13,9.1882,10.6195,9.9784,8.1377,2.624,3.3562,3.1545,2.3841,8.9618,9.0498,8.8701,8.6701
MI0016848,0,0,0,0,0,0,0,0,0,0,0,0
PSMC3,42.1214,48.59,50.1124,38.8604,11.187,24.5157,26.206,24.6266,31.7927,34.8973,35.6492,25.9996
RAPSN,0.464,0.3074,0.7374,0.7932,0,0.228,0.2453,0.1706,0.2891,0.224,0.4771,0.1545
CELF1,26.6206,24.3302,24.231,26.9069,30.2716,18.741,19.8418,17.2352,20.4317,22.1789,21.2119,20.7116
PTPMT1,46.6763,34.2156,34.6372,51.0595,3.2962,6.4547,8.9793,10.1199,38.3979,22.2759,26.7129,31.3956
NDUFS3,69.4326,65.1475,70.5745,55.3177,8.386,18.4754,23.0861,26.4223,60.298,53.4169,55.4339,47.638
KBTBD4,3.3634,2.8263,2.8924,3.0469,1.255,1.3697,2.0042,3.2363,2.9168,3.8492,2.5673,2.9843
FAM180B,0.0494,0.1173,0.0656,0.7208,0.1355,0.0905,0.1741,0.1016,0.0574,0.7753,0.0702,0.0822
C1QTNF4,0.07,0,0.093,0,0,0,0.1234,0.144,0.0813,0.1775,0,0
MTCH2,40.4805,39.8056,41.2756,24.8324,4.9258,8.0768,11.4797,11.6143,33.5531,33.4739,32.4552,20.0661
AGBL2,0.0344,0,0.0805,0,0,0.063,0.0534,0,0.0352,0.0781,0.0489,0
FNBP4,7.2673,5.5626,6.5304,8.0511,31.1776,20.6253,14.7498,17.7073,7.8767,8.3794,8.3996,11.8447
NUP160,4.4161,5.4818,6.4801,5.6895,2.5803,2.9739,3.9314,3.5589,4.295,6.0172,6.8127,5.7736
Y_RNA_48,0,0,0,0,0,0,0,0,0,0,0,0
PTPRJ,16.4818,19.9194,20.608,15.2039,16.3496,25.0652,22.1979,20.9962,18.9133,21.339,20.9332,15.5359
MI0014191,0,0,0,0,0,0,0,0,0,0,0,0
OR4B1,0,0,0,0.1553,0,0,0,0,0,0,0,0
OR4X2,0,0,0,0,0,0,0,0,0,0.0917,0,0
OR4X1,0,0,0,0,0,0,0,0,0,0.0911,0,0
OR4S1,0,0,0,0,0,0,0,0,0,0,0,0
OR4C3,0,0,0,0.1459,0,0.1283,0,0,0,0,0,0
OR4C45,0,0,0,0.1574,0,0,0,0,0,0,0,0
OR4A47,0,0,0,0,0,0,0,0,0,0,0,0
TRIM49B,0,0,0,0,0,0,0,0,0,0.0616,0,0
TRIM64C,0,0,0,0,0,0,0.0903,0,0,0,0,0
FOLH1,0,0,0.1408,0,0,0,0,0,0,0,0,0
LOC440040,0,0,0,0,0.091,0,0,0,0,0,0,0
OR4C13,0,0,0,0,0,0,0,0,0,0,0,0
OR4C12,0,0,0,0,0,0,0,0,0,0,0,0
TRNA_Ala_8,0,0,0,0,0,0,0,0,0,0,0,0
LOC441601,0,0,0,0,0,0,0,0,0,0.0824,0,0
LOC646813,0,0,0,0,0,0,0,0,0,0,0,0
TRNA_Lys_7,0,0,0,0,0,0,0,0,0,0,0,0
OR4A5,0,0,0,0,0,0,0,0,0,0,0,0
OR4C46,0,0,0,0,0,0,0,0,0,0,0,0
TRIM48,0,0,0,0,0,0,0,0,0,0,0,0
TRIM51HP,0,0,0,0,0,0,0,0,0,0,0,0
OR4A16,0,0,0,0,0,0,0,0.1444,0,0,0,0
OR4A15,0,0,0,0.1396,0,0,0,0,0,0,0,0
OR4C15,0,0,0,0,0,0,0,0,0,0,0,0
OR4C16,0,0,0,0,0,0,0,0,0,0,0,0
OR4C11,0,0,0,0,0,0,0,0,0.077,0,0,0
OR4P4,0,0.0876,0,0,0,0.1352,0,0,0,0,0,0
OR4S2,0,0,0,0.1543,0,0,0,0,0,0,0,0
OR4C6,0,0,0,0,0,0,0,0,0,0,0,0
OR5D13,0,0,0,0,0,0,0,0,0,0,0,0.1221
OR5D14,0,0,0,0.1529,0,0,0,0,0,0,0,0
OR5L1,0,0,0,0,0,0,0,0,0,0,0,0
OR5D18,0,0,0,0,0,0,0,0,0,0.0888,0,0
OR5L2,0,0,0,0,0,0,0,0,0,0,0,0
OR5D16,0,0,0,0,0,0,0,0,0,0,0,0
TRIM51,0,0,0,0,0,0,0,0,0,0,0,0
OR5W2,0,0,0,0,0,0.1361,0,0,0,0,0,0
OR5I1,0,0,0,0,0,0,0,0,0,0,0,0
OR10AG1,0,0,0,0,0,0,0,0,0,0,0,0
OR7E5P,0,0,0.0502,0,0.1037,0,0,0,0,0,0,0
OR5F1,0,0,0,0,0,0,0.1292,0,0,0,0,0
OR5AS1,0,0,0,0,0,0,0,0,0,0,0,0
OR8I2,0,0,0.0987,0,0,0,0,0,0,0.0897,0.0528,0
OR8H2,0,0,0,0,0,0,0,0,0,0,0,0.1229
OR8H3,0,0,0,0,0,0.1352,0,0,0,0,0,0
OR8J3,0,0,0,0,0.2005,0,0,0,0,0,0,0
OR8K5,0,0,0,0,0,0,0,0,0,0.0906,0,0
OR5J2,0,0,0,0,0,0,0,0,0.0857,0,0,0
OR5T2,0,0,0,0,0,0,0,0,0.0745,0,0,0
OR5T3,0,0,0,0,0,0,0,0,0,0.1636,0,0.1128
OR5T1,0,0.0839,0,0,0,0,0,0,0,0,0,0
OR8H1,0,0,0,0.1543,0,0.1357,0,0,0,0,0,0
OR8K3,0,0,0,0,0,0,0,0,0,0,0,0
OR8K1,0,0,0,0,0,0,0,0,0,0.0872,0.0513,0
OR8J1,0,0,0,0.1345,0,0,0,0,0,0,0,0
